EVENT_NAME,BOUT,RED_CORNER,BLUE_CORNER,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TOTAL_TIME_SEC,TIME_FORMAT,REFEREE,DETAILS,EVENT_DATE,LOCATION,URL
"UFC Fight Night: Werdum vs. Volkov","Tom Duquesnoy  vs. Terrion Ware","Tom Duquesnoy","Terrion Ware",red,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Grant Waterman","David Lethaby 28 - 29.Maciej Motylewski 28 - 29.Ben Cartlidge 27 - 30.",2018-03-17,"London, England, United Kingdom","http://ufcstats.com/fight-details/848e7af760788418"
"UFC Fight Night: Werdum vs. Volkov","Leon Edwards  vs. Peter Sobotta","Leon Edwards","Peter Sobotta",red,"Welterweight Bout",KO/TKO,3,04:59:00.000,899,"3 Rnd (5-5-5)","Rich Mitchell","Punch to Head On Ground",2018-03-17,"London, England, United Kingdom","http://ufcstats.com/fight-details/e84fa12d87993ec5"
"UFC Fight Night: Werdum vs. Volkov","John Phillips  vs. Charles Byrd","John Phillips","Charles Byrd",blue,"Middleweight Bout",Submission,1,03:58:00.000,238,"3 Rnd (5-5-5)","Marc Goddard","Rear Naked Choke",2018-03-17,"London, England, United Kingdom","http://ufcstats.com/fight-details/f8ee14dbf966b9e6"
"UFC Fight Night: Werdum vs. Volkov","Danny Roberts  vs. Oliver Enkamp","Danny Roberts","Oliver Enkamp",red,"Welterweight Bout",KO/TKO,1,02:12:00.000,132,"3 Rnd (5-5-5)","Leon Roberts","Punch to Head At Distance",2018-03-17,"London, England, United Kingdom","http://ufcstats.com/fight-details/288c942b0ad152a6"
"UFC Fight Night: Werdum vs. Volkov","Danny Henry  vs. Hakeem Dawodu","Danny Henry","Hakeem Dawodu",red,"Featherweight Bout",Submission,1,00:39:00.000,39,"3 Rnd (5-5-5)","Rich Mitchell","Guillotine Choke Standing",2018-03-17,"London, England, United Kingdom","http://ufcstats.com/fight-details/0b4583d204797d19"
"UFC Fight Night: Werdum vs. Volkov","Paul Craig  vs. Magomed Ankalaev","Paul Craig","Magomed Ankalaev",red,"Light Heavyweight Bout",Submission,3,04:59:00.000,899,"3 Rnd (5-5-5)","Marc Goddard","Triangle Choke From Bottom Guard",2018-03-17,"London, England, United Kingdom","http://ufcstats.com/fight-details/714d6fc1eaca9624"
"UFC Fight Night: Werdum vs. Volkov","Stevie Ray  vs. Kajan Johnson","Stevie Ray","Kajan Johnson",blue,"Lightweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Leon Roberts","David Lethaby 28 - 29.Andy Roberts 28 - 29.Paul Sutherland 29 - 28.",2018-03-17,"London, England, United Kingdom","http://ufcstats.com/fight-details/fe9ee00fa47dd7b3"
"UFC Fight Night: Werdum vs. Volkov","Mark Godbeer  vs. Dmitry Sosnovskiy","Mark Godbeer","Dmitry Sosnovskiy",blue,"Heavyweight Bout",Submission,2,04:29:00.000,569,"3 Rnd (5-5-5)","Grant Waterman","Rear Naked Choke",2018-03-17,"London, England, United Kingdom","http://ufcstats.com/fight-details/2fd0c6d914b77205"
"UFC 222: Cyborg vs. Kunitskaya","Cristiane Justino  vs. Yana Santos","Cristiane Justino","Yana Santos",red,"UFC Women's Featherweight Title Bout",KO/TKO,1,03:25:00.000,205,"5 Rnd (5-5-5-5-5)","Herb Dean","Punches to Head On Ground",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/4960379abe6ed525"
"UFC 222: Cyborg vs. Kunitskaya","Frankie Edgar  vs. Brian Ortega","Frankie Edgar","Brian Ortega",blue,"Featherweight Bout",KO/TKO,1,04:44:00.000,284,"3 Rnd (5-5-5)","Jason Herzog","Punch to Head In Clinch",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/2361b51aa72e5551"
"UFC 222: Cyborg vs. Kunitskaya","Sean O'Malley  vs. Andre Soukhamthath","Sean O'Malley","Andre Soukhamthath",red,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Junichiro Kamijo 27 - 29.Chris Lee 27 - 29.Sal D'amato 28 - 29.",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/efe055854f19a1d7"
"UFC 222: Cyborg vs. Kunitskaya","Stefan Struve  vs. Andrei Arlovski","Stefan Struve","Andrei Arlovski",blue,"Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Herb Dean","Tony Weeks 28 - 29.Derek Cleary 28 - 29.Glenn Trowbridge 27 - 30.",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/bfb7d17161aec938"
"UFC 222: Cyborg vs. Kunitskaya","Cat Zingano  vs. Ketlen Vieira","Cat Zingano","Ketlen Vieira",blue,"Women's Bantamweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jason Herzog","Dave Hagen 28 - 29.Marcos Rosales 29 - 28.Sal D'amato 28 - 29.",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/1f52e665587dc645"
"UFC 222: Cyborg vs. Kunitskaya","Ashley Yoder  vs. Mackenzie Dern","Ashley Yoder","Mackenzie Dern",blue,"Women's Strawweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Adalaide Byrd 29 - 28.Junichiro Kamijo 28 - 29.Derek Cleary 28 - 29.",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/ead2ca0d2afb46be"
"UFC 222: Cyborg vs. Kunitskaya","Beneil Dariush  vs. Alexander Hernandez","Beneil Dariush","Alexander Hernandez",blue,"Lightweight Bout",KO/TKO,1,00:42:00.000,42,"3 Rnd (5-5-5)","Jason Herzog","Punch to Head At Distance",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/9e21a8dea9663e26"
"UFC 222: Cyborg vs. Kunitskaya","John Dodson  vs. Pedro Munhoz","John Dodson","Pedro Munhoz",red,"Bantamweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Sal D'amato 29 - 28.Adalaide Byrd 27 - 30.Glenn Trowbridge 28 - 29.",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/c73b81e7c1c1cccc"
"UFC 222: Cyborg vs. Kunitskaya","CB Dollaway  vs. Hector Lombard","CB Dollaway","Hector Lombard",red,"Middleweight Bout",DQ,1,05:00:00.000,300,"3 Rnd (5-5-5)","Mark Smith","Punches After the Round by Lombard",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/6c2f05c47f494e15"
"UFC 222: Cyborg vs. Kunitskaya","Mike Pyle  vs. Zak Ottow","Mike Pyle","Zak Ottow",blue,"Welterweight Bout",KO/TKO,1,02:34:00.000,154,"3 Rnd (5-5-5)","Herb Dean","Punches to Head From Half Guard",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/c6c975ca66a7f91a"
"UFC 222: Cyborg vs. Kunitskaya","Bryan Caraway  vs. Cody Stamann","Bryan Caraway","Cody Stamann",blue,"Bantamweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Glenn Trowbridge 29 - 28.Adalaide Byrd 28 - 29.Sal D'amato 28 - 29.",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/12a64dfb8147566b"
"UFC 222: Cyborg vs. Kunitskaya","Jordan Johnson  vs. Adam Milstead","Jordan Johnson","Adam Milstead",red,"Light Heavyweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Tony Weeks 28 - 29.Marcos Rosales 30 - 27.Chris Lee 28 - 29.",2018-03-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/84f236d6c57d7cfb"
"UFC Fight Night: Emmett vs. Stephens","Josh Emmett  vs. Jeremy Stephens","Josh Emmett","Jeremy Stephens",blue,"Featherweight Bout",KO/TKO,2,01:35:00.000,395,"5 Rnd (5-5-5-5-5)","Dan Miragliotta","Punch to Head In Clinch",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/519dcb290e6db845"
"UFC Fight Night: Emmett vs. Stephens","Jessica Andrade  vs. Tecia Torres","Jessica Andrade","Tecia Torres",red,"Women's Strawweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Kevin MacDonald","Eric Colon 27 - 29.Dave Tirelli 28 - 29.Tim Vannatta 28 - 29.",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/4d9d371b8db6fb91"
"UFC Fight Night: Emmett vs. Stephens","Ovince Saint Preux  vs. Ilir Latifi","Ovince Saint Preux","Ilir Latifi",blue,"Light Heavyweight Bout",Submission,1,03:48:00.000,228,"3 Rnd (5-5-5)","Jorge Alonso","Guillotine Choke Standing",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/9c79433a4686f3fc"
"UFC Fight Night: Emmett vs. Stephens","Mike Perry  vs. Max Griffin","Mike Perry","Max Griffin",blue,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Andrew Glenn","Dave Tirelli 27 - 29.Eric Colon 27 - 29.Chris Lee 27 - 30.",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/424a20da52b4f956"
"UFC Fight Night: Emmett vs. Stephens","Renan Barao  vs. Brian Kelleher","Renan Barao","Brian Kelleher",blue,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Dan Miragliotta","Richard Bertrand 27 - 30.Hector Gomez 27 - 30.Tim Vannatta 28 - 29.",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/e22a887ce4ab30eb"
"UFC Fight Night: Emmett vs. Stephens","Sara McMann  vs. Marion Reneau","Sara McMann","Marion Reneau",blue,"Women's Bantamweight Bout",Submission,2,03:40:00.000,520,"3 Rnd (5-5-5)","Kevin MacDonald","Triangle Choke On Ground",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/3cf4582b48302bb6"
"UFC Fight Night: Emmett vs. Stephens","Maryna Moroz  vs. Angela Hill","Maryna Moroz","Angela Hill",blue,"Women's Strawweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jorge Alonso","Chris Lee 27 - 30.Dave Tirelli 27 - 30.Eric Colon 27 - 30.",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/037c68d03c970609"
"UFC Fight Night: Emmett vs. Stephens","Ben Saunders  vs. Alan Jouban","Ben Saunders","Alan Jouban",blue,"Welterweight Bout",KO/TKO,2,02:38:00.000,458,"3 Rnd (5-5-5)","Andrew Glenn","Punch to Head In Clinch",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/093ebd3375591101"
"UFC Fight Night: Emmett vs. Stephens","Sam Alvey  vs. Marcin Prachnio","Sam Alvey","Marcin Prachnio",red,"Light Heavyweight Bout",KO/TKO,1,04:23:00.000,263,"3 Rnd (5-5-5)","Dan Miragliotta","Punch to Head At Distance",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/04970dfa4d531e39"
"UFC Fight Night: Emmett vs. Stephens","Rani Yahya  vs. Russell Doane","Rani Yahya","Russell Doane",red,"Bantamweight Bout",Submission,3,02:32:00.000,752,"3 Rnd (5-5-5)","Kevin MacDonald","Arm Triangle From Side Control",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/bf8f747e57d6d1c7"
"UFC Fight Night: Emmett vs. Stephens","Eric Shelton  vs. Alex Perez","Eric Shelton","Alex Perez",blue,"Flyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jorge Alonso","Roy Silbert 27 - 30.Richard Bertrand 27 - 30.Dave Tirelli 27 - 30.",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/0f2611c3ec4661dd"
"UFC Fight Night: Emmett vs. Stephens","Albert Morales  vs. Manny Bermudez","Albert Morales","Manny Bermudez",blue,"Bantamweight Bout",Submission,2,02:33:00.000,453,"3 Rnd (5-5-5)","Andrew Glenn","Guillotine Choke After Drop to Ground",2018-02-24,"Orlando, Florida, USA","http://ufcstats.com/fight-details/0328754c15ecd37c"
"UFC Fight Night: Cerrone vs. Medeiros","Donald Cerrone  vs. Yancy Medeiros","Donald Cerrone","Yancy Medeiros",red,"Welterweight Bout",KO/TKO,1,04:58:00.000,298,"5 Rnd (5-5-5-5-5)","Herb Dean","Punch to Head In Clinch",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/8f7a73d05387b159"
"UFC Fight Night: Cerrone vs. Medeiros","Derrick Lewis  vs. Marcin Tybura","Derrick Lewis","Marcin Tybura",red,"Heavyweight Bout",KO/TKO,3,02:48:00.000,768,"3 Rnd (5-5-5)","Dan Miragliotta","Punch to Head In Clinch",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/f73dfeb48b09e6a6"
"UFC Fight Night: Cerrone vs. Medeiros","James Vick  vs. Francisco Trinaldo","James Vick","Francisco Trinaldo",red,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Kerry Hatley","Marcos Rosales 28 - 29.Nick Wright 28 - 29.Chris Lee 28 - 29.",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/6ae96d1de3bb0506"
"UFC Fight Night: Cerrone vs. Medeiros","Thiago Alves  vs. Curtis Millender","Thiago Alves","Curtis Millender",blue,"Welterweight Bout",KO/TKO,2,04:17:00.000,557,"3 Rnd (5-5-5)","Jacob Montalvo","Knee to Head In Clinch",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/357a5bc5de4f545d"
"UFC Fight Night: Cerrone vs. Medeiros","Steven Peterson  vs. Brandon Davis","Steven Peterson","Brandon Davis",blue,"Featherweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Dan Miragliotta","Marcos Rosales 27 - 30.Nick Wright 28 - 29.Anthony Townsend 26 - 30.",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/a8d189f56de9b451"
"UFC Fight Night: Cerrone vs. Medeiros","Sage Northcutt  vs. Thibault Gouti","Sage Northcutt","Thibault Gouti",red,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Kerry Hatley","Marcos Rosales 28 - 29.Jay Stafin 28 - 29.Chris Lee 28 - 29.",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/aeac1209f15157ed"
"UFC Fight Night: Cerrone vs. Medeiros","Jared Gordon  vs. Diego Ferreira","Jared Gordon","Diego Ferreira",blue,"Lightweight Bout",KO/TKO,1,01:58:00.000,118,"3 Rnd (5-5-5)","Dan Miragliotta","Punch to Head In Clinch",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/07f234a488661125"
"UFC Fight Night: Cerrone vs. Medeiros","Geoff Neal  vs. Brian Camozzi","Geoff Neal","Brian Camozzi",red,"Welterweight Bout",Submission,1,02:48:00.000,168,"3 Rnd (5-5-5)","Jacob Montalvo","Rear Naked Choke",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/4335683beee93652"
"UFC Fight Night: Cerrone vs. Medeiros","Robert Sanchez  vs. Joby Sanchez","Robert Sanchez","Joby Sanchez",red,"Flyweight Bout",Submission,1,01:50:00.000,110,"3 Rnd (5-5-5)","Herb Dean","Rear Naked Choke",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/6f981a44898fb4ff"
"UFC Fight Night: Cerrone vs. Medeiros","Sarah Moras  vs. Lucie Pudilova","Sarah Moras","Lucie Pudilova",blue,"Women's Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jacob Montalvo","Jennie Cardenas 28 - 29.Jay Stafin 28 - 29.Anthony Townsend 27 - 29.",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/0bfb221a0944f8e0"
"UFC Fight Night: Cerrone vs. Medeiros","Joshua Burkman  vs. Alex Morono","Joshua Burkman","Alex Morono",blue,"Welterweight Bout",Submission,1,02:12:00.000,132,"3 Rnd (5-5-5)","Herb Dean","Guillotine Choke After Drop to Guard",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/5edd1cd479f3919e"
"UFC Fight Night: Cerrone vs. Medeiros","Oskar Piechota  vs. Tim Williams","Oskar Piechota","Tim Williams",red,"Middleweight Bout",KO/TKO,1,01:54:00.000,114,"3 Rnd (5-5-5)","Kerry Hatley","Punch to Head At Distance",2018-02-18,"Austin, Texas, USA","http://ufcstats.com/fight-details/d07dd6239afe1cb0"
"UFC 221: Romero vs. Rockhold","Yoel Romero  vs. Luke Rockhold","Yoel Romero","Luke Rockhold",red,"UFC Interim Middleweight Title Bout",KO/TKO,3,01:48:00.000,708,"5 Rnd (5-5-5-5-5)","Marc Goddard","Punch to Head At Distance",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/9444cfe0c7c0f6a7"
"UFC 221: Romero vs. Rockhold","Mark Hunt  vs. Curtis Blaydes","Mark Hunt","Curtis Blaydes",blue,"Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","John Sharp","26 - 30.26 - 30.27 - 29.",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/cd67f6ddb2920193"
"UFC 221: Romero vs. Rockhold","Tai Tuivasa  vs. Cyril Asker","Tai Tuivasa","Cyril Asker",red,"Heavyweight Bout",KO/TKO,1,02:18:00.000,138,"3 Rnd (5-5-5)","Steve Perceval","Elbow to Head In Clinch",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/3112430100d2d0be"
"UFC 221: Romero vs. Rockhold","Jake Matthews  vs. Li Jingliang","Jake Matthews","Li Jingliang",red,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Simpson","28 - 29.26 - 30.26 - 30.",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/0d7dc1ed5eb995e4"
"UFC 221: Romero vs. Rockhold","Tyson Pedro  vs. Saparbeg Safarov","Tyson Pedro","Saparbeg Safarov",red,"Light Heavyweight Bout",Submission,1,03:54:00.000,234,"3 Rnd (5-5-5)","Peter Hickmott","Kimura On Ground",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/b6e086dd8093355d"
"UFC 221: Romero vs. Rockhold","Damien Brown  vs. Dong Hyun Ma","Damien Brown","Dong Hyun Ma",blue,"Lightweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","John Sharp","28 - 29.29 - 28.28 - 29.",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/6cb9bc7c86ae43b9"
"UFC 221: Romero vs. Rockhold","Rob Wilkinson  vs. Israel Adesanya","Rob Wilkinson","Israel Adesanya",blue,"Middleweight Bout",KO/TKO,2,03:37:00.000,517,"3 Rnd (5-5-5)","Steve Perceval","Punches to Head At Distance",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/1cd5d5e271b646a3"
"UFC 221: Romero vs. Rockhold","Alexander Volkanovski  vs. Jeremy Kennedy","Alexander Volkanovski","Jeremy Kennedy",red,"Featherweight Bout",KO/TKO,2,04:57:00.000,597,"3 Rnd (5-5-5)","Marc Goddard","Punches to Head From Half Guard",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/f3a60ca18747aeac"
"UFC 221: Romero vs. Rockhold","Jussier Formiga  vs. Ben Nguyen","Jussier Formiga","Ben Nguyen",red,"Flyweight Bout",Submission,3,01:43:00.000,703,"3 Rnd (5-5-5)","Peter Hickmott","Rear Naked ChokeTechnical Submission",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/f8fce67abe0ab922"
"UFC 221: Romero vs. Rockhold","Ross Pearson  vs. Mizuto Hirota","Ross Pearson","Mizuto Hirota",red,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","John Sharp","27 - 30.27 - 30.28 - 29.",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/e8f2902be7b350ad"
"UFC 221: Romero vs. Rockhold","Teruto Ishihara  vs. Jose Quinonez","Teruto Ishihara","Jose Quinonez",blue,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Marc Goddard","27 - 30.28 - 29.28 - 29.",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/58286d3126cc5263"
"UFC 221: Romero vs. Rockhold","Luke Jumeau  vs. Daichi Abe","Luke Jumeau","Daichi Abe",red,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Simpson","28 - 29.27 - 29.27 - 28.",2018-02-10,"Perth, Western Australia, Australia","http://ufcstats.com/fight-details/194d3950076b2f83"
"UFC Fight Night: Machida vs. Anders","Lyoto Machida  vs. Eryk Anders","Lyoto Machida","Eryk Anders",red,"Middleweight Bout","Decision - Split",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Marc Goddard","Guilherme Bravo 47 - 48.Marcos Rosales 48 - 47.Tony Weeks 46 - 49.",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/420dd305cd1d062f"
"UFC Fight Night: Machida vs. Anders","Valentina Shevchenko  vs. Priscila Cachoeira","Valentina Shevchenko","Priscila Cachoeira",red,"Women's Flyweight Bout",Submission,2,04:25:00.000,565,"3 Rnd (5-5-5)","Mario Yamasaki","Rear Naked Choke",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/10f5bb70feb1df53"
"UFC Fight Night: Machida vs. Anders","Michel Prazeres  vs. Desmond Green","Michel Prazeres","Desmond Green",red,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Marc Goddard","Guilherme Bravo 27 - 30.Phillipe Iorio 28 - 29.Tony Weeks 28 - 29.",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/ee1c1e9037fee21e"
"UFC Fight Night: Machida vs. Anders","Timothy Johnson  vs. Marcelo Golm","Timothy Johnson","Marcelo Golm",red,"Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Osiris Maia","Phillipe Iorio 27 - 30.Marcos Rosales 28 - 29.Joseph Terrell 28 - 29.",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/0da43c3ec0e11650"
"UFC Fight Night: Machida vs. Anders","Douglas Silva de Andrade  vs. Marlon Vera","Douglas Silva de Andrade","Marlon Vera",red,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Camila Albuquerque","Guilherme Bravo 27 - 30.Joseph Terrell 27 - 30.Tony Weeks 27 - 30.",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/a0ec4eac058e6050"
"UFC Fight Night: Machida vs. Anders","Thiago Santos  vs. Anthony Smith","Thiago Santos","Anthony Smith",red,"Middleweight Bout",KO/TKO,2,01:03:00.000,363,"3 Rnd (5-5-5)","Marc Goddard","Kick to Body At Distance",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/bc767f1eb6176dfb"
"UFC Fight Night: Machida vs. Anders","Sergio Moraes  vs. Tim Means","Sergio Moraes","Tim Means",red,"Welterweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Eduardo Herdy","Marcos Rosales 29 - 28.Phillipe Iorio 28 - 29.Tony Weeks 28 - 29.",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/eb0f7127f22457e9"
"UFC Fight Night: Machida vs. Anders","Alan Patrick  vs. Damir Hadzovic","Alan Patrick","Damir Hadzovic",red,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mario Yamasaki","Guilherme Bravo 25 - 30.Phillipe Iorio 27 - 30.Joseph Terrell 27 - 30.",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/59b384dcc3ab49b2"
"UFC Fight Night: Machida vs. Anders","Maia Stevenson  vs. Polyana Viana","Maia Stevenson","Polyana Viana",blue,"Women's Strawweight Bout",Submission,1,03:50:00.000,230,"3 Rnd (5-5-5)","Camila Albuquerque","Rear Naked Choke",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/7bfb92f7ea59dbbd"
"UFC Fight Night: Machida vs. Anders","Iuri Alcantara  vs. Joe Soto","Iuri Alcantara","Joe Soto",red,"Bantamweight Bout",KO/TKO,1,01:06:00.000,66,"3 Rnd (5-5-5)","Osiris Maia","Punches to Head At Distance",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/fa77134e0d90da3b"
"UFC Fight Night: Machida vs. Anders","Deiveson Figueiredo  vs. Joseph Morales","Deiveson Figueiredo","Joseph Morales",red,"Flyweight Bout",KO/TKO,2,04:34:00.000,574,"3 Rnd (5-5-5)","Eduardo Herdy","Punches to Head At Distance",2018-02-03,"Belem, Para, Brazil","http://ufcstats.com/fight-details/1fd5bf36c42ff1a2"
"UFC Fight Night: Jacare vs. Brunson 2","Jacare Souza  vs. Derek Brunson","Jacare Souza","Derek Brunson",red,"Middleweight Bout",KO/TKO,1,03:50:00.000,230,"5 Rnd (5-5-5-5-5)","Dan Miragliotta","Kick to Head At Distance",2018-01-27,"Charlotte, North Carolina, USA","http://ufcstats.com/fight-details/3a94bf34e62ae5fd"
"UFC Fight Night: Jacare vs. Brunson 2","Dennis Bermudez  vs. Andre Fili","Dennis Bermudez","Andre Fili",blue,"Featherweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Kevin MacDonald","Derek Cleary 28 - 29.Steve Elliott 30 - 27.Pedro Claudio 28 - 29.",2018-01-27,"Charlotte, North Carolina, USA","http://ufcstats.com/fight-details/27901ef9e82d5690"
"UFC Fight Night: Jacare vs. Brunson 2","Jordan Rinaldi  vs. Gregor Gillespie","Jordan Rinaldi","Gregor Gillespie",blue,"Lightweight Bout",KO/TKO,1,04:46:00.000,286,"3 Rnd (5-5-5)","Donnie Jessup","Punches to Head From Back Control",2018-01-27,"Charlotte, North Carolina, USA","http://ufcstats.com/fight-details/d571486369996a39"
"UFC Fight Night: Jacare vs. Brunson 2","Drew Dober  vs. Frank Camacho","Drew Dober","Frank Camacho",red,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Joseph Hawes","Andrew Hopper Jr. 28 - 29.Derek Cleary 28 - 29.Roy Silbert 27 - 30.",2018-01-27,"Charlotte, North Carolina, USA","http://ufcstats.com/fight-details/f23e2bed86b62462"
"UFC Fight Night: Jacare vs. Brunson 2","Erik Koch  vs. Bobby Green","Erik Koch","Bobby Green",blue,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Dan Miragliotta","Sal D'amato 28 - 29.Cardo Urso 28 - 29.Steve Elliott 28 - 29.",2018-01-27,"Charlotte, North Carolina, USA","http://ufcstats.com/fight-details/04a1c5b7993fe4d5"
"UFC Fight Night: Jacare vs. Brunson 2","Mirsad Bektic  vs. Godofredo Pepey","Mirsad Bektic","Godofredo Pepey",red,"Featherweight Bout",KO/TKO,1,02:47:00.000,167,"3 Rnd (5-5-5)","Kevin MacDonald","Punch to Body At Distance",2018-01-27,"Charlotte, North Carolina, USA","http://ufcstats.com/fight-details/b8648b32caf36c5a"
